product_id,customer_id,name_category,base_price,rating,age,gender,location,membership_level
PROD-5089,CUST-44646,Sports,511.8782034454471,3.025557461406518,42.0,Female,Hai Phong,Platinum
PROD-1388,CUST-41490,Home & Kitchen,511.8782034454471,3.025557461406518,37.0,Male,Hanoi,Platinum
PROD-8913,CUST-80741,Sports,511.8782034454471,3.025557461406518,30.0,Male,Da Nang,Gold
PROD-6991,CUST-44137,Beauty,511.8782034454471,3.9,42.0,Male,Ho Chi Minh City,Platinum
PROD-9434,CUST-36358,Beauty,511.8782034454471,2.5,37.0,Female,Ho Chi Minh City,Silver
PROD-2435,CUST-31514,Beauty,511.8782034454471,3.025557461406518,42.0,Male,Ho Chi Minh City,Silver
PROD-7258,CUST-12013,Clothing,511.8782034454471,4.8,42.0,Male,Ho Chi Minh City,Platinum
PROD-7181,CUST-13794,Beauty,176.53,3.6,32.0,Male,Hai Phong,Gold
PROD-8056,CUST-10075,Home & Kitchen,511.8782034454471,3.025557461406518,42.0,Male,Ho Chi Minh City,Gold
PROD-1694,CUST-62978,Electronics,204.97,3.1,42.0,Other,Hai Phong,Platinum
PROD-6998,CUST-51612,Sports,640.7,4.0,42.0,Unknown,Da Nang,Silver
PROD-3456,CUST-51760,Clothing,414.4,3.025557461406518,42.0,Male,Can Tho,Gold
PROD-3252,CUST-57333,Sports,511.8782034454471,5.0,42.0,Other,Ho Chi Minh City,Bronze
PROD-8315,CUST-22690,Sports,911.93,1.5,42.0,Male,Ho Chi Minh City,Gold
PROD-5541,CUST-63732,Home & Kitchen,511.8782034454471,3.025557461406518,42.0,Female,Can Tho,Gold
PROD-6731,CUST-66758,Electronics,511.8782034454471,3.025557461406518,42.0,Female,Hai Phong,Gold
PROD-8664,CUST-17976,Sports,174.9,2.0,42.0,Male,Can Tho,Silver
PROD-7234,CUST-92206,Sports,511.8782034454471,3.025557461406518,42.0,Other,Hanoi,Bronze
PROD-4451,CUST-31172,Beauty,963.37,3.025557461406518,21.0,Male,Da Nang,Platinum
PROD-2283,CUST-48493,Clothing,511.8782034454471,3.025557461406518,48.0,Female,Can Tho,Bronze
PROD-3954,CUST-38225,Home & Kitchen,511.8782034454471,3.8,42.0,Unknown,Da Nang,Platinum
PROD-4745,CUST-56562,Electronics,511.8782034454471,3.4,42.0,Unknown,Da Nang,Gold
PROD-7789,CUST-80504,Clothing,511.8782034454471,3.8,42.0,Unknown,Da Nang,Platinum
PROD-1881,CUST-84866,Home & Kitchen,984.53,3.025557461406518,29.0,Female,Hanoi,Gold
PROD-1916,CUST-68873,Electronics,483.41,3.025557461406518,42.0,Female,Hai Phong,Gold
PROD-1141,CUST-88646,Sports,511.8782034454471,3.1,42.0,Unknown,Can Tho,Platinum
PROD-2439,CUST-79112,Sports,511.8782034454471,2.6,42.0,Other,Can Tho,Silver
PROD-1239,CUST-26145,Home & Kitchen,511.8782034454471,2.0,50.0,Unknown,Can Tho,Bronze
PROD-3524,CUST-95962,Electronics,893.36,3.025557461406518,42.0,Other,Hai Phong,Platinum
PROD-2643,CUST-64886,Sports,511.8782034454471,3.025557461406518,59.0,Male,Da Nang,Silver
PROD-7912,CUST-87582,Home & Kitchen,511.8782034454471,3.025557461406518,42.0,Male,Can Tho,Silver
PROD-1769,CUST-40265,Sports,956.58,3.025557461406518,42.0,Female,Ho Chi Minh City,Gold
PROD-5386,CUST-72668,Electronics,511.8782034454471,3.8,42.0,Female,Da Nang,Silver
PROD-4059,CUST-23357,Home & Kitchen,511.8782034454471,2.1,42.0,Unknown,Hai Phong,Bronze
PROD-7572,CUST-34643,Home & Kitchen,511.8782034454471,3.025557461406518,27.0,Other,Da Nang,Platinum
PROD-2519,CUST-89659,Electronics,874.38,3.025557461406518,58.0,Female,Da Nang,Silver
PROD-1814,CUST-24678,Electronics,309.67,2.9,42.0,Other,Hanoi,Platinum
PROD-7424,CUST-10694,Home & Kitchen,511.8782034454471,3.025557461406518,42.0,Male,Ho Chi Minh City,Gold
PROD-9877,CUST-72334,Beauty,475.43,3.0,42.0,Unknown,Can Tho,Bronze
PROD-4546,CUST-25470,Beauty,271.75,3.025557461406518,42.0,Other,Hanoi,Bronze
PROD-4200,CUST-21172,Home & Kitchen,511.8782034454471,3.025557461406518,42.0,Female,Can Tho,Bronze
PROD-8400,CUST-13691,Beauty,511.8782034454471,4.6,25.0,Male,Da Nang,Silver
PROD-1476,CUST-62029,Electronics,873.68,4.1,42.0,Female,Hai Phong,Platinum
PROD-4324,CUST-54017,Beauty,952.52,3.025557461406518,28.0,Other,Hanoi,Silver
PROD-4817,CUST-84182,Electronics,511.8782034454471,3.025557461406518,42.0,Other,Ho Chi Minh City,Silver
PROD-3520,CUST-46809,Clothing,511.8782034454471,3.025557461406518,42.0,Male,Da Nang,Platinum
PROD-1807,CUST-44681,Beauty,511.8782034454471,3.025557461406518,65.0,Other,Da Nang,Silver
PROD-9341,CUST-48002,Electronics,511.8782034454471,3.025557461406518,21.0,Female,Can Tho,Silver
PROD-1373,CUST-79100,Beauty,511.8782034454471,3.025557461406518,39.0,Male,Can Tho,Silver
PROD-9846,CUST-11855,Clothing,511.8782034454471,5.0,42.0,Unknown,Ho Chi Minh City,Silver
PROD-5915,CUST-11062,Beauty,467.54,3.025557461406518,42.0,Unknown,Ho Chi Minh City,Silver
PROD-8762,CUST-87887,Clothing,511.8782034454471,3.8,42.0,Male,Can Tho,Bronze
PROD-3551,CUST-97056,Home & Kitchen,111.23,3.025557461406518,42.0,Male,Can Tho,Gold
PROD-3435,CUST-88136,Clothing,511.8782034454471,1.2,42.0,Unknown,Da Nang,Platinum
PROD-5963,CUST-87880,Clothing,511.8782034454471,4.4,42.0,Unknown,Hai Phong,Gold
PROD-8229,CUST-74458,Electronics,237.33,3.0,42.0,Unknown,Hanoi,Bronze
PROD-9068,CUST-39593,Clothing,511.8782034454471,2.0,42.0,Male,Hanoi,Bronze
PROD-3941,CUST-49538,Clothing,511.8782034454471,3.4,42.0,Other,Hai Phong,Silver
PROD-7769,CUST-40563,Clothing,511.8782034454471,3.2,61.0,Unknown,Can Tho,Bronze
PROD-3532,CUST-69106,Clothing,511.8782034454471,4.4,21.0,Unknown,Da Nang,Silver
PROD-5499,CUST-56056,Sports,511.8782034454471,3.025557461406518,42.0,Other,Ho Chi Minh City,Silver
PROD-3409,CUST-30054,Electronics,695.6,4.9,42.0,Male,Hanoi,Platinum
PROD-8496,CUST-49674,Sports,738.54,1.3,40.0,Unknown,Hanoi,Silver
PROD-9299,CUST-95326,Beauty,471.17,3.025557461406518,42.0,Male,Ho Chi Minh City,Silver
PROD-9045,CUST-24911,Beauty,511.8782034454471,1.5,42.0,Female,Hanoi,Platinum
PROD-4021,CUST-18090,Electronics,511.8782034454471,3.025557461406518,29.0,Unknown,Hai Phong,Bronze
PROD-9709,CUST-94007,Clothing,748.62,3.025557461406518,42.0,Unknown,Hai Phong,Gold
PROD-3397,CUST-82511,Beauty,511.8782034454471,3.025557461406518,42.0,Male,Hai Phong,Platinum
PROD-9037,CUST-36832,Sports,431.42,3.025557461406518,42.0,Unknown,Hai Phong,Bronze
PROD-5657,CUST-56867,Beauty,511.8782034454471,3.025557461406518,42.0,Unknown,Da Nang,Bronze
PROD-4156,CUST-69881,Clothing,511.8782034454471,4.3,42.0,Unknown,Hanoi,Platinum
PROD-4796,CUST-22346,Beauty,842.58,1.8,42.0,Other,Ho Chi Minh City,Platinum
PROD-3257,CUST-13662,Electronics,511.8782034454471,2.1,42.0,Female,Da Nang,Bronze
PROD-2153,CUST-25610,Sports,76.68,3.025557461406518,42.0,Male,Hai Phong,Gold
PROD-9831,CUST-56086,Clothing,511.8782034454471,3.7,42.0,Unknown,Da Nang,Bronze
PROD-4925,CUST-84047,Electronics,511.8782034454471,4.1,66.0,Male,Can Tho,Bronze
PROD-9492,CUST-30420,Home & Kitchen,511.8782034454471,2.1,42.0,Female,Hai Phong,Bronze
PROD-5853,CUST-96133,Beauty,511.8782034454471,3.025557461406518,42.0,Other,Da Nang,Gold
PROD-6861,CUST-51599,Sports,317.1,3.025557461406518,42.0,Female,Da Nang,Platinum
PROD-3609,CUST-32722,Home & Kitchen,776.47,2.3,42.0,Other,Can Tho,Platinum
PROD-4112,CUST-60719,Clothing,561.67,3.025557461406518,42.0,Unknown,Da Nang,Platinum
PROD-1771,CUST-35287,Beauty,511.8782034454471,3.025557461406518,42.0,Female,Hai Phong,Gold
PROD-5259,CUST-98852,Beauty,933.23,3.025557461406518,28.0,Male,Can Tho,Silver
PROD-5502,CUST-40833,Beauty,276.04,3.2,42.0,Other,Can Tho,Bronze
PROD-3862,CUST-77230,Home & Kitchen,511.8782034454471,1.5,42.0,Male,Da Nang,Bronze
PROD-8781,CUST-16458,Beauty,511.8782034454471,4.5,42.0,Female,Ho Chi Minh City,Silver
PROD-4293,CUST-20504,Sports,476.48,1.9,35.0,Male,Ho Chi Minh City,Platinum
PROD-3375,CUST-95805,Beauty,955.31,2.9,43.0,Female,Can Tho,Platinum
PROD-2219,CUST-46587,Beauty,511.8782034454471,3.025557461406518,60.0,Female,Hanoi,Bronze
PROD-3259,CUST-26936,Sports,741.17,3.4,42.0,Male,Can Tho,Bronze
PROD-4393,CUST-67606,Sports,247.22,2.8,42.0,Other,Hai Phong,Platinum
PROD-4679,CUST-64755,Electronics,762.81,3.025557461406518,42.0,Other,Can Tho,Platinum
PROD-4208,CUST-71808,Clothing,932.16,1.4,42.0,Male,Hai Phong,Silver
PROD-5829,CUST-23278,Electronics,511.8782034454471,4.3,37.0,Other,Hanoi,Platinum
PROD-9576,CUST-99858,Sports,609.87,3.025557461406518,42.0,Female,Hai Phong,Silver
PROD-1466,CUST-48117,Sports,845.01,3.025557461406518,24.0,Female,Hai Phong,Gold
PROD-7625,CUST-58054,Home & Kitchen,511.8782034454471,3.025557461406518,42.0,Unknown,Da Nang,Platinum
PROD-6226,CUST-86295,Home & Kitchen,705.33,3.025557461406518,42.0,Other,Can Tho,Gold
PROD-2444,CUST-52717,Beauty,539.06,4.8,43.0,Unknown,Da Nang,Platinum
PROD-8919,CUST-10147,Home & Kitchen,995.24,3.025557461406518,42.0,Female,Hai Phong,Bronze
PROD-6167,CUST-75982,Home & Kitchen,895.46,3.025557461406518,42.0,Unknown,Da Nang,Bronze
PROD-6787,CUST-53443,Clothing,511.8782034454471,3.1,42.0,Female,Hai Phong,Platinum
PROD-7940,CUST-76142,Beauty,511.8782034454471,3.025557461406518,31.0,Male,Da Nang,Bronze
PROD-7710,CUST-97372,Home & Kitchen,511.8782034454471,2.0,42.0,Male,Hanoi,Gold
PROD-1389,CUST-85986,Electronics,511.8782034454471,3.025557461406518,42.0,Other,Ho Chi Minh City,Platinum
PROD-2289,CUST-88168,Beauty,381.34,3.025557461406518,42.0,Other,Can Tho,Platinum
PROD-7053,CUST-62849,Sports,511.8782034454471,3.025557461406518,42.0,Unknown,Hai Phong,Platinum
PROD-1494,CUST-69868,Clothing,312.53,3.025557461406518,44.0,Other,Ho Chi Minh City,Platinum
PROD-8225,CUST-54633,Home & Kitchen,511.8782034454471,3.025557461406518,42.0,Male,Da Nang,Silver
PROD-7604,CUST-21060,Clothing,511.8782034454471,1.9,26.0,Other,Hai Phong,Silver
PROD-6760,CUST-58739,Home & Kitchen,511.8782034454471,3.025557461406518,42.0,Other,Hanoi,Platinum
PROD-5120,CUST-81835,Clothing,519.04,3.1,42.0,Female,Da Nang,Gold
PROD-7571,CUST-71857,Beauty,511.8782034454471,3.025557461406518,42.0,Female,Hai Phong,Gold
PROD-2635,CUST-50102,Sports,199.78,3.025557461406518,42.0,Unknown,Ho Chi Minh City,Gold
PROD-4451,CUST-63233,Electronics,820.82,2.5,31.0,Unknown,Can Tho,Silver
PROD-3164,CUST-35718,Home & Kitchen,55.58,3.025557461406518,18.0,Male,Hai Phong,Platinum
PROD-1601,CUST-89986,Beauty,615.31,1.8,42.0,Female,Hanoi,Platinum
PROD-3955,CUST-60462,Sports,11.68,3.025557461406518,42.0,Male,Can Tho,Bronze
PROD-2769,CUST-43165,Clothing,511.8782034454471,3.025557461406518,42.0,Other,Hanoi,Bronze
PROD-5510,CUST-89417,Home & Kitchen,134.3,3.025557461406518,58.0,Male,Da Nang,Bronze
PROD-9824,CUST-23371,Electronics,539.61,1.8,60.0,Other,Ho Chi Minh City,Bronze
PROD-3919,CUST-15616,Beauty,511.8782034454471,2.9,16.0,Unknown,Can Tho,Silver
PROD-1276,CUST-74870,Home & Kitchen,511.8782034454471,3.025557461406518,42.0,Female,Hanoi,Platinum
PROD-8764,CUST-84437,Home & Kitchen,511.8782034454471,3.025557461406518,42.0,Male,Ho Chi Minh City,Bronze
PROD-3050,CUST-93437,Home & Kitchen,511.8782034454471,1.5,55.0,Other,Hai Phong,Gold
PROD-2826,CUST-87409,Clothing,511.8782034454471,1.5,42.0,Male,Da Nang,Gold
PROD-8189,CUST-83283,Electronics,36.7,2.0,21.0,Other,Ho Chi Minh City,Platinum
PROD-9257,CUST-56889,Home & Kitchen,511.8782034454471,2.5,42.0,Female,Ho Chi Minh City,Gold
PROD-1987,CUST-27241,Beauty,115.83,3.025557461406518,28.0,Other,Hai Phong,Silver
PROD-6917,CUST-63352,Clothing,511.8782034454471,3.025557461406518,42.0,Unknown,Can Tho,Platinum
PROD-1532,CUST-87270,Electronics,511.8782034454471,3.025557461406518,42.0,Unknown,Hai Phong,Platinum
PROD-1675,CUST-94262,Clothing,511.8782034454471,3.025557461406518,15.0,Unknown,Da Nang,Platinum
PROD-4260,CUST-94302,Electronics,511.8782034454471,3.025557461406518,42.0,Male,Can Tho,Bronze
PROD-3302,CUST-43903,Home & Kitchen,511.8782034454471,3.025557461406518,42.0,Other,Da Nang,Platinum
PROD-2549,CUST-53327,Electronics,474.99,3.025557461406518,42.0,Other,Can Tho,Platinum
PROD-4408,CUST-21258,Electronics,511.8782034454471,2.4,36.0,Other,Da Nang,Silver
PROD-7493,CUST-31997,Beauty,955.31,2.8,42.0,Unknown,Hai Phong,Silver
PROD-3927,CUST-79465,Home & Kitchen,806.5,3.025557461406518,42.0,Other,Hai Phong,Silver
PROD-7978,CUST-45325,Home & Kitchen,511.8782034454471,3.2,42.0,Other,Da Nang,Bronze
PROD-9454,CUST-37092,Clothing,511.8782034454471,1.3,42.0,Other,Hai Phong,Gold
PROD-2405,CUST-98009,Clothing,63.01,1.9,42.0,Male,Hanoi,Platinum
PROD-4554,CUST-13018,Home & Kitchen,511.8782034454471,3.8,42.0,Male,Da Nang,Platinum
PROD-2850,CUST-92926,Electronics,511.8782034454471,3.025557461406518,54.0,Other,Hanoi,Silver
PROD-2183,CUST-49653,Home & Kitchen,328.11,3.025557461406518,42.0,Female,Hanoi,Silver
PROD-5560,CUST-75698,Clothing,990.54,3.025557461406518,42.0,Other,Ho Chi Minh City,Platinum
PROD-6321,CUST-97872,Electronics,247.42,3.025557461406518,42.0,Male,Hai Phong,Platinum
PROD-1431,CUST-10023,Sports,511.8782034454471,1.6,42.0,Unknown,Can Tho,Platinum
PROD-9276,CUST-59176,Electronics,511.8782034454471,3.5,42.0,Other,Can Tho,Silver
PROD-9586,CUST-83878,Electronics,511.8782034454471,3.025557461406518,42.0,Other,Can Tho,Gold
PROD-5840,CUST-89270,Clothing,511.8782034454471,2.8,42.0,Male,Ho Chi Minh City,Silver
PROD-1962,CUST-43835,Sports,511.8782034454471,2.4,42.0,Other,Da Nang,Silver
PROD-8311,CUST-36845,Beauty,511.8782034454471,3.025557461406518,26.0,Male,Hanoi,Silver
PROD-5014,CUST-75042,Home & Kitchen,511.8782034454471,3.025557461406518,36.0,Female,Can Tho,Bronze
PROD-2700,CUST-19970,Sports,899.82,3.025557461406518,42.0,Male,Hai Phong,Bronze
PROD-1954,CUST-64333,Electronics,511.8782034454471,4.8,42.0,Male,Can Tho,Bronze
PROD-4822,CUST-33332,Home & Kitchen,511.8782034454471,1.8,18.0,Other,Hai Phong,Silver
PROD-1051,CUST-30417,Home & Kitchen,511.8782034454471,3.7,42.0,Other,Hai Phong,Gold
PROD-2342,CUST-10071,Sports,511.8782034454471,1.8,36.0,Male,Hanoi,Platinum
PROD-7304,CUST-39624,Sports,511.8782034454471,3.025557461406518,61.0,Female,Ho Chi Minh City,Silver
PROD-1608,CUST-97818,Beauty,511.8782034454471,3.025557461406518,38.0,Unknown,Hai Phong,Gold
PROD-4381,CUST-64129,Electronics,511.8782034454471,1.4,42.0,Male,Da Nang,Gold
PROD-7830,CUST-58350,Clothing,511.8782034454471,5.0,25.0,Male,Ho Chi Minh City,Silver
PROD-9007,CUST-14442,Electronics,511.8782034454471,2.4,17.0,Male,Ho Chi Minh City,Platinum
PROD-1151,CUST-29536,Beauty,347.66,3.025557461406518,23.0,Other,Hai Phong,Bronze
PROD-5053,CUST-10568,Clothing,511.8782034454471,3.025557461406518,42.0,Male,Ho Chi Minh City,Gold
PROD-6249,CUST-23610,Sports,511.8782034454471,2.7,42.0,Male,Hai Phong,Gold
PROD-6032,CUST-20415,Beauty,511.8782034454471,3.025557461406518,67.0,Unknown,Ho Chi Minh City,Silver
PROD-2659,CUST-46677,Sports,511.8782034454471,3.025557461406518,42.0,Unknown,Hanoi,Bronze
PROD-3891,CUST-69554,Beauty,511.8782034454471,3.025557461406518,42.0,Other,Can Tho,Platinum
PROD-7489,CUST-30384,Electronics,511.8782034454471,4.2,42.0,Unknown,Ho Chi Minh City,Gold
PROD-7676,CUST-29492,Beauty,511.8782034454471,2.5,42.0,Female,Hanoi,Silver
PROD-5410,CUST-12248,Clothing,511.8782034454471,3.025557461406518,42.0,Female,Da Nang,Platinum
PROD-8660,CUST-62041,Clothing,609.19,2.3,42.0,Other,Hanoi,Bronze
PROD-5642,CUST-24799,Clothing,511.8782034454471,3.025557461406518,43.0,Female,Da Nang,Bronze
PROD-3043,CUST-62250,Sports,511.8782034454471,3.025557461406518,57.0,Female,Hanoi,Gold
PROD-6334,CUST-48698,Home & Kitchen,511.8782034454471,1.2,42.0,Female,Hai Phong,Platinum
PROD-4890,CUST-40731,Electronics,511.8782034454471,4.3,42.0,Unknown,Ho Chi Minh City,Silver
PROD-2578,CUST-31841,Electronics,511.8782034454471,3.025557461406518,42.0,Female,Hai Phong,Platinum
PROD-2546,CUST-87185,Clothing,511.8782034454471,3.025557461406518,42.0,Male,Hanoi,Gold
PROD-3071,CUST-36814,Beauty,511.8782034454471,1.5,70.0,Male,Hai Phong,Bronze
PROD-5971,CUST-45336,Electronics,395.13,2.8,65.0,Unknown,Hanoi,Bronze
PROD-7165,CUST-60814,Clothing,511.8782034454471,3.025557461406518,42.0,Male,Hai Phong,Gold
PROD-9773,CUST-35320,Beauty,511.8782034454471,2.1,42.0,Male,Hai Phong,Bronze
PROD-2721,CUST-11984,Sports,511.8782034454471,3.025557461406518,37.0,Unknown,Ho Chi Minh City,Gold
PROD-1687,CUST-58498,Home & Kitchen,511.8782034454471,3.025557461406518,35.0,Unknown,Hai Phong,Bronze
PROD-2532,CUST-87845,Home & Kitchen,511.8782034454471,4.7,42.0,Female,Da Nang,Silver
PROD-9998,CUST-61246,Sports,126.6,3.025557461406518,42.0,Male,Hai Phong,Platinum
PROD-7146,CUST-32029,Beauty,511.8782034454471,3.025557461406518,42.0,Unknown,Hai Phong,Platinum
PROD-6775,CUST-99772,Electronics,511.8782034454471,4.2,42.0,Unknown,Can Tho,Silver
PROD-2187,CUST-44518,Sports,511.8782034454471,2.5,55.0,Female,Hanoi,Silver
PROD-6287,CUST-56219,Clothing,349.16,2.5,42.0,Other,Can Tho,Silver
PROD-9476,CUST-71583,Sports,731.42,3.025557461406518,42.0,Female,Can Tho,Bronze
PROD-1650,CUST-62711,Electronics,879.88,3.025557461406518,55.0,Other,Da Nang,Silver
PROD-3043,CUST-12837,Sports,511.8782034454471,1.7,42.0,Other,Can Tho,Silver
PROD-4001,CUST-50006,Sports,460.86,3.025557461406518,17.0,Male,Hai Phong,Silver
PROD-6717,CUST-48702,Electronics,46.79,3.025557461406518,60.0,Other,Can Tho,Platinum
PROD-1051,CUST-94663,Sports,172.15,3.025557461406518,42.0,Male,Ho Chi Minh City,Silver
PROD-5824,CUST-28551,Clothing,511.8782034454471,4.4,25.0,Unknown,Ho Chi Minh City,Platinum
PROD-7043,CUST-50829,Sports,511.8782034454471,2.9,34.0,Unknown,Hai Phong,Silver
PROD-2694,CUST-42061,Clothing,879.45,3.025557461406518,42.0,Other,Can Tho,Bronze
PROD-7185,CUST-46801,Sports,511.8782034454471,3.025557461406518,42.0,Unknown,Ho Chi Minh City,Platinum
PROD-5056,CUST-10323,Electronics,511.8782034454471,4.3,22.0,Unknown,Hai Phong,Silver
PROD-2438,CUST-79273,Electronics,511.8782034454471,3.025557461406518,42.0,Unknown,Hai Phong,Gold
PROD-5554,CUST-89583,Clothing,511.8782034454471,3.025557461406518,29.0,Unknown,Ho Chi Minh City,Gold
PROD-2568,CUST-25394,Sports,268.9,3.025557461406518,60.0,Unknown,Can Tho,Silver
PROD-7061,CUST-55637,Electronics,441.9,4.9,66.0,Other,Da Nang,Gold
PROD-1095,CUST-70791,Sports,495.96,3.025557461406518,16.0,Unknown,Hanoi,Platinum
PROD-1801,CUST-12123,Clothing,511.8782034454471,4.9,44.0,Unknown,Can Tho,Bronze
PROD-8997,CUST-20906,Clothing,511.8782034454471,3.025557461406518,17.0,Other,Da Nang,Gold
PROD-3691,CUST-13307,Clothing,511.8782034454471,3.025557461406518,42.0,Other,Can Tho,Bronze
PROD-1578,CUST-65497,Beauty,717.36,3.025557461406518,59.0,Unknown,Can Tho,Bronze
PROD-7953,CUST-25208,Home & Kitchen,511.8782034454471,3.9,42.0,Male,Ho Chi Minh City,Bronze
PROD-6083,CUST-19337,Sports,816.1,3.5,42.0,Other,Hai Phong,Bronze
PROD-4959,CUST-50160,Sports,300.54,3.6,36.0,Male,Da Nang,Gold
PROD-9097,CUST-44753,Electronics,699.8,3.025557461406518,42.0,Male,Hanoi,Bronze
PROD-1063,CUST-99521,Beauty,511.8782034454471,3.025557461406518,42.0,Unknown,Can Tho,Platinum
PROD-3677,CUST-89361,Clothing,511.8782034454471,3.025557461406518,22.0,Female,Hanoi,Bronze
PROD-4317,CUST-32932,Home & Kitchen,511.8782034454471,3.9,42.0,Other,Da Nang,Bronze
PROD-1194,CUST-88291,Clothing,511.8782034454471,4.3,55.0,Unknown,Can Tho,Bronze
PROD-1954,CUST-87660,Beauty,113.94,3.025557461406518,42.0,Male,Da Nang,Platinum
PROD-3898,CUST-30895,Beauty,436.73,1.8,40.0,Other,Da Nang,Platinum
PROD-3390,CUST-85212,Sports,511.8782034454471,2.9,42.0,Other,Ho Chi Minh City,Bronze
PROD-6862,CUST-65161,Sports,646.79,3.025557461406518,42.0,Male,Can Tho,Gold
PROD-6207,CUST-48409,Sports,899.75,3.025557461406518,42.0,Female,Hai Phong,Gold
PROD-6887,CUST-64864,Home & Kitchen,511.8782034454471,3.025557461406518,42.0,Male,Can Tho,Platinum
PROD-4700,CUST-71298,Home & Kitchen,311.52,1.3,42.0,Unknown,Da Nang,Gold
PROD-9508,CUST-95970,Electronics,870.21,1.2,66.0,Other,Can Tho,Bronze
PROD-2713,CUST-98252,Sports,511.8782034454471,2.1,42.0,Other,Ho Chi Minh City,Gold
PROD-3433,CUST-37314,Beauty,511.8782034454471,3.025557461406518,42.0,Other,Hai Phong,Bronze
PROD-6001,CUST-10923,Home & Kitchen,511.8782034454471,2.8,42.0,Female,Da Nang,Gold
PROD-5557,CUST-46926,Sports,124.42,3.025557461406518,42.0,Female,Da Nang,Platinum
PROD-9634,CUST-87931,Beauty,511.8782034454471,3.5,42.0,Female,Can Tho,Silver
PROD-3155,CUST-74260,Sports,511.8782034454471,1.9,42.0,Female,Da Nang,Platinum
PROD-9991,CUST-52918,Sports,42.05,3.025557461406518,42.0,Male,Ho Chi Minh City,Gold
PROD-3547,CUST-24924,Beauty,511.8782034454471,2.5,42.0,Other,Ho Chi Minh City,Platinum
PROD-9800,CUST-97802,Beauty,413.52,3.025557461406518,42.0,Female,Can Tho,Bronze
PROD-4994,CUST-96972,Electronics,511.8782034454471,3.025557461406518,42.0,Unknown,Hanoi,Bronze
PROD-7317,CUST-47116,Electronics,511.8782034454471,2.6,42.0,Female,Can Tho,Bronze
PROD-8027,CUST-44223,Clothing,146.35,3.5,42.0,Unknown,Da Nang,Platinum
PROD-9228,CUST-71012,Beauty,511.8782034454471,3.025557461406518,42.0,Unknown,Da Nang,Bronze
PROD-9338,CUST-14760,Home & Kitchen,511.8782034454471,3.025557461406518,37.0,Female,Can Tho,Silver
PROD-1130,CUST-16712,Home & Kitchen,511.8782034454471,3.025557461406518,42.0,Unknown,Can Tho,Silver
PROD-9290,CUST-74812,Electronics,511.8782034454471,1.3,42.0,Other,Da Nang,Platinum
PROD-4433,CUST-82303,Beauty,511.8782034454471,3.025557461406518,33.0,Other,Hai Phong,Bronze
PROD-6181,CUST-86674,Home & Kitchen,511.8782034454471,3.025557461406518,42.0,Female,Hai Phong,Platinum
PROD-1799,CUST-57544,Electronics,761.23,1.6,57.0,Female,Hanoi,Platinum
PROD-3300,CUST-98113,Sports,511.8782034454471,2.8,42.0,Unknown,Da Nang,Bronze
PROD-3729,CUST-76297,Sports,544.11,3.025557461406518,22.0,Male,Ho Chi Minh City,Bronze
